Whisky,Age,MetaCritic,StDev,Num_of_Critics,Cost,Class,SuperCluster,Cluster,Country,Type
Ledaig 42yo Dusgadh,42,9.46,0.24,3,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
"Laphroaig 27yo 57.4% 1980-2007 (OB, 5 Oloroso Casks, 972 Bts)",27,9.39,0.2,4,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Glenfarclas 40yo,40,9.27,0.26,15,>$300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Glengoyne 25yo,25,9.2,0.23,14,>$300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Amrut Spectrum (Batch 1),0,9.18,0.24,10,$125-300 CAD,SingleMalt-like,ABC,C,India,Malt
Highland Park 25yo,25,9.17,0.17,14,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 40yo,40,9.16,0.44,10,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Amrut Greedy Angels (8yo and 10yo),8,9.12,0.17,8,>$300 CAD,SingleMalt-like,ABC,C,India,Malt
Balvenie TUN 1401 (all 9 batches),0,9.12,0.28,17,>$300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Highland Park 30yo,30,9.12,0.41,13,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Aberlour A'Bunadh (Batch 33),0,9.11,0.13,5,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Aberlour A'Bunadh (Batch 37),0,9.11,0.09,3,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Amrut Spectrum (all batches),0,9.11,0.19,11,$125-300 CAD,SingleMalt-like,ABC,C,India,Malt
Kavalan Solist PX Cask,0,9.11,0.55,8,>$300 CAD,SingleMalt-like,ABC,A,Taiwan,Malt
Nikka Single Cask Coffey Malt 12yo,23,9.11,0.48,9,$125-300 CAD,SingleMalt-like,ABC,C,Japan,Malt
Redbreast 21yo,21,9.11,0.29,17,$125-300 CAD,SingleMalt-like,ABC,C,Ireland,Malt
Amrut Spectrum 004 (Batch 2),0,9.1,0.2,7,$125-300 CAD,SingleMalt-like,ABC,C,India,Malt
Laphroaig 25yo,25,9.1,0.27,19,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Yamazaki 18yo,18,9.1,0.24,21,$125-300 CAD,SingleMalt-like,ABC,C,Japan,Malt
Compass Box Last Vatted Malt,0,9.09,0.13,4,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Tamdhu 30yo (MacPhail Collection 2009),30,9.09,0.1,3,$125-300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Aberlour A'Bunadh (Batch 40),0,9.08,0.13,4,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Aberlour A'Bunadh (Batch 49),0,9.08,0.21,9,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Aberlour A'Bunadh (Batch 52),0,9.07,0.26,4,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Highland Park 17yo The Dark,17,9.07,0.38,12,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Kavalan Solist Sherry Cask,0,9.07,0.28,19,$125-300 CAD,SingleMalt-like,ABC,A,Taiwan,Malt
Sheep Dip Old Hebridean 1990 Blended Malt,0,9.07,0.18,6,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Yamazaki Sherry Cask (all vintages),0,9.07,0.29,11,>$300 CAD,SingleMalt-like,ABC,A,Japan,Malt
Bruichladdich 21yo CuvÌ©e 407 PX,21,9.06,0.21,5,>$300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Highland Park 16yo Odin,16,9.06,0.26,7,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
GlenDronach Cask Strength (batch 2),0,9.05,0.13,8,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Aberlour A'Bunadh (Batch 53),0,9.04,0.11,4,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
BenRiach 18yo Albariza Pedro Ximenez Peated,18,9.04,0.2,7,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Bowmore Springtide,0,9.04,0.67,5,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
GlenDronach Cask Strength (batch 1),0,9.04,0.27,6,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Highland Park 18yo,18,9.04,0.26,26,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Aberlour A'Bunadh (Batch 58),0,9.03,0.15,6,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Benromach 10yo Cask Strength (100 proof),10,9.03,0.18,14,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Kilchoman Port Cask Matured,0,9.03,0.21,9,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Aberlour A'Bunadh (Batch 39),0,9.02,0.21,8,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Kavalan Solist Manzanilla Cask,0,9.02,0.21,8,>$300 CAD,SingleMalt-like,ABC,C,Taiwan,Malt
Karuizawa 1990 Sherry Butt,0,9.01,0.28,4,>$300 CAD,SingleMalt-like,ABC,A,Japan,Malt
GlenDronach vintage 20yo Single Cask (all vintages),20,9,0.35,14,$125-300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Kavalan Solist Vinho Barrique,0,9,0.34,15,$125-300 CAD,SingleMalt-like,ABC,A,Taiwan,Malt
Aberlour A'Bunadh (Batch 35),0,8.99,0.23,5,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Arran Malt 21st Anniversary Edition,0,8.99,0.18,5,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Bladnoch 12yo Sherry Cask (Sheep label),12,8.99,0.26,3,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 15yo Loki,15,8.99,0.25,16,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Springbank 21yo,21,8.99,0.26,12,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Aberlour A'Bunadh (Batch 45),0,8.98,0.23,7,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Bunnahabhain 18yo,18,8.98,0.2,18,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Kavalan Solist Amontillado Cask,0,8.98,0.3,8,>$300 CAD,SingleMalt-like,ABC,A,Taiwan,Malt
Nikka Taketsuru 21yo,21,8.98,0.27,18,$125-300 CAD,SingleMalt-like,ABC,C,Japan,Malt
Aberlour A'Bunadh (Batch 36),0,8.97,0.49,4,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Amrut Portonova,0,8.97,0.31,19,$70-125 CAD,SingleMalt-like,ABC,C,India,Malt
Glenmorangie Signet,0,8.97,0.38,22,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Amrut PX Sherry Single Cask 2696 (LCBO),0,8.96,0.29,6,$125-300 CAD,SingleMalt-like,ABC,B,India,Malt
BenRiach 17yo Solstice Peated Port (both editions),17,8.96,0.28,14,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Bowmore 15yo Laimrig,15,8.96,0.18,17,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Bushmills 21yo Single Malt,21,8.95,0.37,11,$125-300 CAD,SingleMalt-like,ABC,C,Ireland,Malt
GlenDronach vintage 19yo Single Cask (all vintages),19,8.95,0.33,16,$125-300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Glenlivet Alpha,0,8.95,0.1,4,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Hakushu Sherry Cask,0,8.95,0.45,7,>$300 CAD,SingleMalt-like,ABC,B,Japan,Malt
Aberlour A'Bunadh (Batch 30),0,8.94,0.17,6,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Aberlour A'Bunadh (Batch 54),0,8.94,0.16,6,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach Cask Strength (batch 3),0,8.94,0.37,7,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Kavalan Solist Fino Sherry Cask,0,8.94,0.32,12,>$300 CAD,SingleMalt-like,ABC,A,Taiwan,Malt
Aberlour A'Bunadh (all batches),0,8.93,0.15,25,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Aberlour A'Bunadh (Batch 47),0,8.93,0.33,10,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
BenRiach 17yo Solstice 2nd Peated Port Finish,17,8.93,0.42,14,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Macallan Cask Strength,0,8.93,0.36,16,>$300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Tomatin 40yo,40,8.93,0.38,3,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Balvenie TUN 1509 (all 3 batches),0,8.92,0.17,13,>$300 CAD,SingleMalt-like,ABC,B,Scotland,Malt
BenRiach 35yo,35,8.92,0.6,5,>$300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Kavalan Solist Port Cask,0,8.92,0.38,10,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Aberlour A'Bunadh (Batch 46),0,8.91,0.09,4,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
BenRiach 17yo Solstice 1st Peated Port Finish,17,8.91,0.21,4,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
GlenDronach Cask Strength (batch 4),0,8.91,0.25,13,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Glengoyne 40yo,40,8.91,0.82,3,>$300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Aberlour A'Bunadh (Batch 42),0,8.9,0.26,4,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach Cask Strength (all batches),0,8.9,0.14,19,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Glenlivet XXV 25yo,25,8.9,0.18,11,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 21yo,21,8.9,0.39,17,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Laphroaig Cairdeas 2013 Port Wood,0,8.89,0.47,14,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Macallan 18yo Sherry Oak,18,8.89,0.32,19,>$300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Amrut PX Sherry Single Cask 3516 (SAQ),0,8.88,0.2,6,$70-125 CAD,SingleMalt-like,ABC,B,India,Malt
Glengoyne 21yo,21,8.88,0.19,17,$125-300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Highland Park 16yo Thor,16,8.88,0.29,13,>$300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Kilchoman PX Sherry Finish,0,8.88,0.18,8,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Amrut Intermediate Sherry,0,8.87,0.48,22,$70-125 CAD,SingleMalt-like,ABC,B,India,Malt
Bunnahabhain 25yo,25,8.87,0.33,17,>$300 CAD,SingleMalt-like,ABC,B,Scotland,Malt
GlenDronach 15yo Revival,15,8.87,0.28,22,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach Cask Strength (batch 7),0,8.87,0.09,3,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Kilchoman Loch Gorm,0,8.87,0.22,21,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Macallan 10yo Sherry Oak Cask Strength,10,8.87,0.53,6,>$300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Springbank 12yo Cask Strength,12,8.87,0.25,19,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
White Oak Akashi 14yo,14,8.87,0.48,3,>$300 CAD,SingleMalt-like,ABC,C,Japan,Malt
Aberlour A'Bunadh (Batch 34),0,8.86,0.29,5,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Box (High Coast) PX - Pedro XimÌ©nez Finish,0,8.86,0.18,8,$125-300 CAD,SingleMalt-like,ABC,C,Sweden,Malt
Glen Garioch 1998 Wine Cask Matured,0,8.86,0.25,3,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Scallywag 13yo,13,8.86,0.05,4,$70-125 CAD,SingleMalt-like,ABC,B,Scotland,Malt
AnCnoc 1975,0,8.85,0.56,4,>$300 CAD,SingleMalt-like,ABC,B,Scotland,Malt
Glenlivet Nadurra 16yo,16,8.85,0.2,23,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Amrut Kadhambam,0,8.84,0.27,16,$70-125 CAD,SingleMalt-like,ABC,C,India,Malt
BenRiach 18yo Latada,18,8.84,0.16,7,$125-300 CAD,SingleMalt-like,ABC,B,Scotland,Malt
GlenDronach Cask Strength (batch 6),0,8.84,0.17,5,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Smogen Sherry Project 1:2,0,8.84,0.19,3,$70-125 CAD,SingleMalt-like,ABC,C,Sweden,Malt
Deanston 2008 Bordeaux Red Wine Cask Matured,0,8.83,0.22,5,$70-125 CAD,SingleMalt-like,ABC,B,Scotland,Malt
GlenDronach 12yo Sauternes Cask Finish,12,8.83,0.18,6,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Longmorn 15yo,15,8.83,0.38,8,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Longrow Red 12yo Pinot Noir Finish,12,8.83,0.34,7,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Macallan 25yo Sherry Oak,25,8.83,0.46,8,>$300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Aberlour A'Bunadh (Batch 32),0,8.82,0.7,4,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Glenmorangie Companta,0,8.82,0.54,14,$125-300 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Smogen Sherry Project 1:4,0,8.82,0.27,5,$70-125 CAD,SingleMalt-like,ABC,C,Sweden,Malt
Aberlour 12yo Non-Chill-Filtered,12,8.81,0.22,13,$50-70 CAD,SingleMalt-like,ABC,B,Scotland,Malt
Aberlour A'Bunadh (Batch 59),0,8.81,0.21,4,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Aberlour A'Bunadh (Batch 61),0,8.81,0.19,4,$70-125 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Bunnahabhain 14yo 2003 Pedro Ximenez Finish,14,8.81,0.61,10,$125-300 CAD,SingleMalt-like,ABC,A,Scotland,Malt
Glenlivet Nadurra Cask Strength (NAS),0,8.81,0.09,3,$70-125 CAD,SingleMalt-like,ABC,C,Scotland,Malt
Green Spot Chateau Leoville Barton,0,8.81,0.39,9,$70-125 CAD,SingleMalt-like,ABC,C,Ireland,Blend
